interval_index,interval_start_time,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,vlf,lf_hf_ratio,csi,cvi,Modified_csi,sampen,sd1,sd2,ratio_sd2_sd1,timestamp,filename,label
46.0,46000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:06.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
47.0,47000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:07.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
48.0,48000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:08.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
49.0,49000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:09.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
50.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:10.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
51.0,51000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:11.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
52.0,52000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:12.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
53.0,53000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:13.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
54.0,54000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:14.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
55.0,55000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:15.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
56.0,56000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:16.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
57.0,57000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:17.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
58.0,58000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:18.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
59.0,59000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:19.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
60.0,60000.0,,,,,,,,,,,,,,,,,,,,,3.7029820611436532,6.0262680278387375,7344.486318198667,inf,133.90543927214705,495.84943951432126,3.7029820611436532,2006-10-09 09:03:20.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
61.0,61000.0,,,,,,,,,,,,,,,,,,,,,3.7029820611436532,6.0262680278387375,7344.486318198667,inf,133.90543927214705,495.84943951432126,3.7029820611436532,2006-10-09 09:03:21.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
62.0,62000.0,,,,,,,,,,,,,,,,,,,,,inf,-inf,inf,inf,0.0,520.430590953299,inf,2006-10-09 09:03:22.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
63.0,63000.0,,,,,,,,,,,,,,,,,,,,,inf,-inf,inf,inf,0.0,520.430590953299,inf,2006-10-09 09:03:23.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
64.0,64000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:24.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
65.0,65000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:25.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
66.0,66000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:26.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
67.0,67000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:27.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
68.0,68000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:28.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
69.0,69000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:29.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
70.0,70000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:30.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
71.0,71000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:31.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
72.0,72000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:32.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
73.0,73000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:33.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
74.0,74000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:34.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
75.0,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:35.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
76.0,76000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:36.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
77.0,77000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:37.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
78.0,78000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:38.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
79.0,79000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:39.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
80.0,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09 09:03:40.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
81.0,81000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,inf,,,,2006-10-09 09:03:41.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
82.0,82000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,inf,,,,2006-10-09 09:03:42.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
83.0,83000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,inf,,,,2006-10-09 09:03:43.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
84.0,84000.0,,,,2.0,40.0,2.0,40.0,,,,,,,,,,,,,,,,,inf,,,,2006-10-09 09:03:44.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
85.0,85000.0,,,,4.0,57.14285714285714,4.0,57.14285714285714,,,,,,,,,,,,,,,,,inf,,,,2006-10-09 09:03:45.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
86.0,86000.0,,,,4.0,50.0,4.0,50.0,,,,,,,,,,,,,,,,,inf,,,,2006-10-09 09:03:46.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
87.0,87000.0,,,,4.0,40.0,6.0,60.0,,,,,,,,,,,,,,,,,inf,,,,2006-10-09 09:03:47.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
88.0,88000.0,,,,5.0,45.45454545454545,7.0,63.63636363636363,,,,,,,,,,,,,,,,,inf,,,,2006-10-09 09:03:48.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
89.0,89000.0,,,,5.0,38.46153846153846,8.0,61.53846153846154,,,,,,,,,,,,,,,,,inf,,,,2006-10-09 09:03:49.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
90.0,90000.0,,,,5.0,35.714285714285715,8.0,57.14285714285714,,,,,,,,,,,,,,,,,inf,,,,2006-10-09 09:03:50.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
91.0,91000.0,658.0,49.05390620822887,51.27437200483099,6.0,42.857142857142854,9.0,64.28571428571429,51.453168720969664,652.0,192.0,0.07819630504706637,0.07455000943499827,91.65579075923547,104.16666666666669,78.125,6.565284587054127,,,,,,,,inf,,,,2006-10-09 09:03:51.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
92.0,92000.0,661.2,44.694518679587546,51.44602878309482,6.0,42.857142857142854,9.0,64.28571428571429,51.54193854106992,652.0,188.0,0.07795211515588311,0.06759606575860183,91.1216027250475,103.44827586206895,78.125,5.807894392743704,,,,,,,,inf,,,,2006-10-09 09:03:52.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
93.0,93000.0,662.4,43.36687346680314,44.87078955291561,6.0,42.857142857142854,9.0,64.28571428571429,46.59858980085741,652.0,176.0,0.07034811262206732,0.06546931380857962,90.92944259795256,101.35135135135135,78.125,5.550008098311224,,,,,,,,inf,,,,2006-10-09 09:03:53.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
94.0,94000.0,647.0,39.90655752296023,45.69736194671295,6.0,40.0,10.0,66.66666666666667,46.75040106779835,642.0,152.0,0.07225718866738537,0.061679377933477934,93.07948183174513,107.9136690647482,84.7457627118644,5.77633377628004,,,,,,,,inf,,,,2006-10-09 09:03:54.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
95.0,95000.0,636.8,44.186617237090495,45.87471848326012,5.0,35.714285714285715,9.0,64.28571428571429,46.303347611160895,640.0,152.0,0.07271254335923509,0.06938853209342101,94.66223771787311,107.9136690647482,84.7457627118644,6.6008221099596955,,,,,,,,inf,,,,2006-10-09 09:03:55.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
96.0,96000.0,642.75,38.9657969677682,52.06491674396066,8.0,53.33333333333334,11.0,73.33333333333333,52.13316283007072,638.0,152.0,0.0811095493272201,0.0606235658775079,93.68044299424255,107.9136690647482,84.7457627118644,5.6664786143089945,,,,,,,,inf,,,,2006-10-09 09:03:56.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
97.0,97000.0,630.6666666666666,41.339477269945995,53.29624560809484,8.0,57.14285714285714,10.0,71.42857142857143,53.66563145999496,628.0,132.0,0.08509349597250786,0.06554885402211309,95.53444120589953,108.69565217391305,87.71929824561406,6.287086163141133,,,,,,,,inf,,,,2006-10-09 09:03:57.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
98.0,98000.0,630.0,40.026657783698774,54.9812089111665,9.0,60.0,11.0,73.33333333333333,54.9812089111665,628.0,132.0,0.08727176017645474,0.0635343774344425,95.61192572730495,108.69565217391305,87.71929824561406,6.094837521394616,,,,,,,,inf,,,,2006-10-09 09:03:58.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
99.0,99000.0,640.875,57.05187697759529,59.53687932701882,11.0,73.33333333333333,12.0,80.0,59.879879759398314,628.0,228.0,0.09343456954850526,0.0890218482193802,94.29459589773585,108.69565217391305,76.92307692307692,7.861008014558946,,,,,,,,inf,,,,2006-10-09 09:03:59.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
100.0,100000.0,646.875,66.20360010351905,56.55754198650747,10.0,66.66666666666667,11.0,73.33333333333333,57.55461174687336,628.0,228.0,0.0889733128454081,0.10234372962862848,93.61983206507729,108.69565217391305,76.92307692307692,8.803328151452405,,,,,,,,inf,,,,2006-10-09 09:04:00.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
101.0,101000.0,636.0,59.89574275355471,62.47199372518857,12.0,75.0,15.0,93.75,62.56996084384263,628.0,228.0,0.09838044157836892,0.09417569615338788,95.09513793569748,108.69565217391305,76.92307692307692,8.321749443324622,,,,,,,,inf,,,,2006-10-09 09:04:01.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
102.0,102000.0,632.7058823529413,62.09646196229939,60.58052492344384,11.0,68.75,14.0,87.5,60.9836043539573,628.0,228.0,0.09638539178293734,0.09814427792479448,95.65278244528898,108.69565217391305,76.92307692307692,8.683764036000406,,,,,,,,inf,,,,2006-10-09 09:04:02.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
103.0,103000.0,634.625,60.28252925461351,59.31370461837261,10.0,66.66666666666667,14.0,93.33333333333331,59.31610236689529,628.0,228.0,0.09346638151175148,0.094989212928286,95.30526562574379,108.69565217391305,76.92307692307692,8.331906123240596,,,,,,,,inf,,,,2006-10-09 09:04:03.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
104.0,104000.0,641.375,57.585733186846426,52.50252903961442,7.0,46.66666666666666,12.0,80.0,52.69788104531971,632.0,228.0,0.0821639150969709,0.08978481104945849,94.22769045435447,108.69565217391305,76.92307692307692,7.856766284014248,,,,,,,,inf,,,,2006-10-09 09:04:04.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
105.0,105000.0,634.4705882352941,57.26486449719717,50.86747487343951,7.0,43.75,12.0,75.0,51.11262075065218,628.0,228.0,0.08055948013731569,0.09025613725684699,95.24713250936092,108.69565217391305,76.92307692307692,7.812983262313397,,,,,,,,inf,,,,2006-10-09 09:04:05.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
106.0,106000.0,632.125,57.68636465116057,47.37631850994286,5.0,33.333333333333336,11.0,73.33333333333333,47.73817480102621,624.0,228.0,0.07552014997196156,0.09125784402002857,95.60565957122728,108.69565217391305,76.92307692307692,7.830851978110119,,,,,,,,inf,,,,2006-10-09 09:04:06.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
107.0,107000.0,634.0,53.268189381656285,44.187102190571395,4.0,25.0,11.0,68.75,44.232341109192944,628.0,212.0,0.0697670995413138,0.08401922615403201,95.21041873918469,105.6338028169014,76.92307692307692,7.06510766807156,,,,,,,,inf,,,,2006-10-09 09:04:07.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
108.0,108000.0,586.9411764705882,70.54472923989016,44.38397796502697,3.0,18.75,11.0,68.75,47.618273803236505,602.0,280.0,0.08112955047655046,0.12019045871699062,104.18498161342173,164.83516483516485,93.16770186335405,17.022554099224134,,,,,,,,inf,,,,2006-10-09 09:04:08.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
109.0,109000.0,614.5,30.884731934512025,31.912101501189518,1.0,6.666666666666668,10.0,66.66666666666667,32.77397341387421,604.0,120.0,0.05333437496155282,0.05025993805453543,97.86620315315628,105.6338028169014,87.2093023255814,4.649502595163837,,,,,,,,inf,,,,2006-10-09 09:04:09.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
110.0,110000.0,616.4705882352941,28.288950243555398,34.12385529215596,1.0,6.25,10.0,62.5,34.146742157927754,608.0,120.0,0.055390707698928586,0.04588856432637803,97.51643480663219,105.6338028169014,87.2093023255814,4.2356642076015705,,,,,1.6868318476724544,4.561534669259276,418.1913279474205,2.079441541679836,36.742732190112456,61.97881082878157,1.6868318476724544,2006-10-09 09:04:10.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
111.0,111000.0,631.4666666666667,48.7059202424784,48.673003035458954,2.0,14.285714285714285,7.0,50.0,50.19960159204454,616.0,192.0,0.07949683529145565,0.07713141930291131,95.48061685496262,102.04081632653063,76.92307692307692,6.249876580061754,,,,,,,,inf,,,,2006-10-09 09:04:11.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
112.0,112000.0,627.25,32.37179842599625,35.31093629772825,2.0,13.333333333333336,8.0,53.33333333333334,35.567775677805145,622.0,112.0,0.056704305584384426,0.051609084776398965,95.88551021743766,102.04081632653063,85.71428571428571,4.607330112268628,,,,,,,,inf,,,,2006-10-09 09:04:12.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
113.0,113000.0,625.75,32.49512783992907,42.10125361026148,3.0,20.0,9.0,60.0,42.15526855170854,614.0,112.0,0.06736758857644193,0.051929888677473536,96.11673478273545,102.04081632653063,85.71428571428571,4.616770342121009,,,,,,,,inf,,,,2006-10-09 09:04:13.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
114.0,114000.0,624.5,31.828708215487897,40.44551891124652,3.0,20.0,8.0,53.33333333333334,40.47715405015526,612.0,112.0,0.06481529871922379,0.05096670650998863,96.29865537706013,102.04081632653063,85.71428571428571,4.500825579613922,,,,,,,,inf,,,,2006-10-09 09:04:14.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
115.0,115000.0,632.25,32.34707611722168,44.40940841258253,4.0,26.66666666666667,9.0,60.0,44.410209036511716,622.0,112.0,0.07024153267933841,0.051161844392600526,95.12342738257608,102.04081632653063,85.71428571428571,4.532296786471711,,,,,,,,inf,,,,2006-10-09 09:04:15.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
116.0,116000.0,630.75,32.519737596317306,44.59476800403085,4.0,26.66666666666667,9.0,60.0,44.60194315647395,616.0,112.0,0.07071255355762814,0.05155725342261959,95.3517147202384,102.04081632653063,85.71428571428571,4.549326172900168,,,,,,,,inf,,,,2006-10-09 09:04:16.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
117.0,117000.0,634.75,33.806311047889665,47.78767856071503,5.0,33.333333333333336,9.0,60.0,48.05552344250693,616.0,100.0,0.07570779589209442,0.05325925332475725,94.76753200256536,100.0,85.71428571428571,4.698081548781408,,,,,,,,inf,,,,2006-10-09 09:04:17.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
118.0,118000.0,638.4,34.66739925965852,47.24923063837514,5.0,35.714285714285715,7.0,50.0,47.28031907071453,616.0,100.0,0.07406065017342503,0.054303570268888636,94.23694729865382,100.0,85.71428571428571,4.805691548497863,,,,,,,,inf,,,,2006-10-09 09:04:18.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
119.0,119000.0,634.5,30.80692562828473,42.77486281554727,4.0,26.66666666666667,7.0,46.66666666666666,42.795638407046425,622.0,100.0,0.06744781466831587,0.048553074276256485,94.76412069185128,100.0,85.71428571428571,4.288777716593687,,,,,,,,inf,,,,2006-10-09 09:04:19.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
120.0,120000.0,642.4,35.51418227774846,47.71770731957618,5.0,35.714285714285715,8.0,57.14285714285714,48.24935232725928,636.0,108.0,0.07510795816821182,0.055283596322771585,93.65899239017145,100.0,84.7457627118644,4.858099994454267,,,,,,,,inf,,,,2006-10-09 09:04:20.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
121.0,121000.0,644.75,33.18533812795444,48.08584915428746,6.0,40.0,8.0,53.33333333333334,48.08880673642603,636.0,108.0,0.07458519850550761,0.05147008627833181,93.28530236531662,100.0,84.7457627118644,4.539167054833436,,,,,,,,inf,,,,2006-10-09 09:04:21.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
122.0,122000.0,642.6666666666666,31.55644979730013,41.92510328805745,4.0,28.57142857142857,7.0,50.0,42.11548748043035,636.0,108.0,0.06553239753178998,0.04910235964310187,93.56688063659088,100.0,84.7457627118644,4.344705694293782,,,,,,,,inf,,,,2006-10-09 09:04:22.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
123.0,123000.0,647.25,30.40065788761816,41.1220405892293,4.0,26.66666666666667,8.0,53.33333333333334,41.2084133804413,644.0,108.0,0.06366691908913295,0.046968957725172886,92.8903706368496,100.0,84.7457627118644,4.193242580625151,,,,,,,,inf,,,,2006-10-09 09:04:23.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
124.0,124000.0,653.3333333333334,28.351534769911904,38.81615485272879,3.0,21.428571428571427,7.0,50.0,38.82561746358416,652.0,108.0,0.059426965505485964,0.043395206280477404,91.99919053989878,100.0,84.7457627118644,3.880062396387061,,,,,,,,inf,,,,2006-10-09 09:04:24.492,output/feats-v0_6/feats_00003281_s001_t001.csv,0
